pointer,field,chars,text_digest
/components/schemas/ResponseCodeInterpreterCallInProgressEvent/properties/type/description,description,76,sha256-35a84095e3c07f2c606cc1b065966ce11ece8935e98b8a1e9c38442ded6a536e
/components/schemas/ResponseCodeInterpreterCallInterpretingEvent/description,description,76,sha256-76705bc081db15def20ea8ed1db18cfb55fb0a9568968416951659e8929e5d45
/components/schemas/ResponseCodeInterpreterCallInterpretingEvent/properties/output_index/description,description,76,sha256-6ffd1625686edc94f71c54adc22523b7499e250bb2115fcccc17875ce8de946a
/components/schemas/ResponseCodeInterpreterCallInterpretingEvent/properties/type/description,description,77,sha256-ecac77834629926865d36b4f34709675c0ed961c91af059c8ddcc21a2018d9c6
/components/schemas/ResponseCompletedEvent/description,description,44,sha256-16f2182dc649a956d79c94989684da15c7a771f294f7c1b8687f2962e61319ab
/components/schemas/ResponseCompletedEvent/properties/response/description,description,38,sha256-7c398622afdfe073eeb07b51bcd795b527e99273c8837dbd9e5a23014af39f06
/components/schemas/ResponseCompletedEvent/properties/type/description,description,52,sha256-c9001b21764c6cd7a4d5b6f27961ce3753f7125dafbe86ba0e6d6d510bfb7bf6
/components/schemas/ResponseContentPartAddedEvent/description,description,41,sha256-8f3692d4bd73a14e3b760583e02bfc9c05980fd15911966caa38202e8a2181f1
/components/schemas/ResponseContentPartAddedEvent/properties/content_index/description,description,46,sha256-b64512828e393e79f70f5d88a12ffb3495bc2b4394b6d2902a355895dcfde4cb
/components/schemas/ResponseContentPartAddedEvent/properties/item_id/description,description,62,sha256-162c076d13a7c3c44d62a064b0ab3f891824f3dbd77a39ca90c4de042068337b
/components/schemas/ResponseContentPartAddedEvent/properties/output_index/description,description,65,sha256-9c6eb7f4bc1266c4acbe318d21318a925711bbf175ef531365d4f3f4a268fb63
/components/schemas/ResponseContentPartAddedEvent/properties/part/description,description,33,sha256-0ba1c7be9b38985ff251bb4febb577be976743c57dc48d602852841e01f4f6cf
/components/schemas/ResponseContentPartAddedEvent/properties/type/description,description,61,sha256-2ac9392995aa607b3cef681cb6552f018122e1b6f338be208835af15ec6068ae
/components/schemas/ResponseContentPartDoneEvent/description,description,36,sha256-637176349ae686e54a111ff69c15a0da5bca02c73f32f78a405728fbb63fd08a
/components/schemas/ResponseContentPartDoneEvent/properties/content_index/description,description,44,sha256-dc44cf9d225b18415733655d588b762e0f804b212d6063c93e4563035af56366
/components/schemas/ResponseContentPartDoneEvent/properties/item_id/description,description,62,sha256-162c076d13a7c3c44d62a064b0ab3f891824f3dbd77a39ca90c4de042068337b
/components/schemas/ResponseContentPartDoneEvent/properties/output_index/description,description,65,sha256-9c6eb7f4bc1266c4acbe318d21318a925711bbf175ef531365d4f3f4a268fb63
/components/schemas/ResponseContentPartDoneEvent/properties/part/description,description,31,sha256-a7a0498cb0b6cbc9fe788ada67d4c8a5e1574f6efdd7ecaaab8f543b6983c27e
/components/schemas/ResponseContentPartDoneEvent/properties/type/description,description,60,sha256-8d8269d144d77a4217baafc9298fa566fae4ca9818ea075025d923e4236d388a
/components/schemas/ResponseCreatedEvent/description,description,53,sha256-d2a6c345bbd4c35afd4b7e64658f58d3c1adb93b4baca9edd192105b1327ba78
/components/schemas/ResponseCreatedEvent/properties/response/description,description,31,sha256-74d263579327cf90e914734c637a360a7d997df193fd04fcedaa33e6a79bbe75
/components/schemas/ResponseCreatedEvent/properties/type/description,description,50,sha256-6688c9fdcb09965ec4ffd669fa58c24db56e1445403ed973327a7fe62a52aa92
/components/schemas/ResponseError/description,description,70,sha256-74089ea2be42801a60e84922ee94a3b9e136588457fb91805f9c11404018960b
/components/schemas/ResponseError/properties/message/description,description,43,sha256-74e45e5ef8de9d6cf7d7b97f5a5fbd96b3cd13204b19405356e3e160d6e06a33
/components/schemas/ResponseErrorCode/description,description,33,sha256-d91adfb6d75dbbec54fe4ad1c555c0bfa50cc0478737ca4881a8eb011f7a2b77
/components/schemas/ResponseErrorEvent/description,description,29,sha256-76269e103504219f4107c74aec9aa64e3d397cd7f9d2b83cd758ed7186b0e634
/components/schemas/ResponseErrorEvent/properties/code/description,description,16,sha256-4db46728439c3f07d08186f04c4592dcade7c48fb46aa54904e8e80753807c30
/components/schemas/ResponseErrorEvent/properties/message/description,description,19,sha256-4348690ef9cc989d72c1d13e9077e6153aaa77bbf7571a6ca644fc0cf87652e8
/components/schemas/ResponseErrorEvent/properties/param/description,description,21,sha256-dccfe3e5c70e18b923cd11988ff9d1e5a5644318cd73270df61fefee0a97ae7d
/components/schemas/ResponseErrorEvent/properties/type/description,description,39,sha256-cdb13a903cd601673ece6f83a9650272e08ca59f78cafd29de1309f311d2ee07
/components/schemas/ResponseFailedEvent/description,description,48,sha256-a3a9cfcfa17da4a609dcfa9c4316572ffd8d58f6035befd090094e0aeeb8c30b
/components/schemas/ResponseFailedEvent/properties/response/description,description,26,sha256-f29c47d5c550b8500f4848adee3caaa6c192b69ea0e63039b3e2e1728bbcff01
/components/schemas/ResponseFailedEvent/properties/type/description,description,49,sha256-895bb2f983b3f1b480d41350a23d29d56f672942e36318dea05b382c1cc9a1c3
/components/schemas/ResponseFileSearchCallCompletedEvent/description,description,61,sha256-e082b5a8a24bf8bbb048f6285658c1632b2b60455117ce1703fc603b63da22a1
/components/schemas/ResponseFileSearchCallCompletedEvent/properties/item_id/description,description,66,sha256-d99d95e9c36fee7af6bdb1b3dfd44c0efaea3848fbcb8a4bba9a512bd0adb45e
/components/schemas/ResponseFileSearchCallCompletedEvent/properties/output_index/description,description,69,sha256-de0095940462d1a36e4ed563ee747a431250eff1438cc60d319836838991930a
/components/schemas/ResponseFileSearchCallCompletedEvent/properties/type/description,description,69,sha256-200e1657ad99f72b59ffeb93024f5fbcab14a45bd580d33ff005f21bd3ebc907
/components/schemas/ResponseFileSearchCallInProgressEvent/description,description,45,sha256-ea855edd61a7ce86f7617db4f513e34255a430c483b143017f291f8ad70bab97
/components/schemas/ResponseFileSearchCallInProgressEvent/properties/item_id/description,description,66,sha256-d99d95e9c36fee7af6bdb1b3dfd44c0efaea3848fbcb8a4bba9a512bd0adb45e
/components/schemas/ResponseFileSearchCallInProgressEvent/properties/output_index/description,description,69,sha256-de0095940462d1a36e4ed563ee747a431250eff1438cc60d319836838991930a
/components/schemas/ResponseFileSearchCallInProgressEvent/properties/type/description,description,71,sha256-ef31e859dd893442dfb34ae0562fc4d0e830568952f26e43d8b0a540e15c206e
/components/schemas/ResponseFileSearchCallSearchingEvent/description,description,50,sha256-c29e357f0d9cc53bd7f51063109710564d7496dc5ea89b0506a9562bf4186eb4
/components/schemas/ResponseFileSearchCallSearchingEvent/properties/item_id/description,description,66,sha256-d99d95e9c36fee7af6bdb1b3dfd44c0efaea3848fbcb8a4bba9a512bd0adb45e
/components/schemas/ResponseFileSearchCallSearchingEvent/properties/output_index/description,description,69,sha256-cc5eebf07e5acf5749dbbcf68b565ae16e65054b22e83718d239ea9239fc8f29
/components/schemas/ResponseFileSearchCallSearchingEvent/properties/type/description,description,69,sha256-624ad76a51651a6713f81791944829d0abc93e886c7401ada4da6cb27890acbc
/components/schemas/ResponseFormatJsonObject/description,description,239,sha256-7b3a0c32d6b941875014319b0a831068d9cf448d7ab8586220f4cf8ef7dfdbdb
/components/schemas/ResponseFormatJsonObject/properties/type/description,description,64,sha256-bee28d3261dcc49c38de663a4c84263e5cb1a69f18c16f253ed1c181b216dfe1
/components/schemas/ResponseFormatJsonSchema/description,description,145,sha256-3fd72045bf4b9ed1f8b50d962654132b9540b8f823e720c80c1f222df4b86f84
/components/schemas/ResponseFormatJsonSchema/properties/json_schema/description,description,67,sha256-3e5c876690a8892dec88b7689da19dead8ded1881afb21bd93d55cc18eaa9e84
/components/schemas/ResponseFormatJsonSchema/properties/json_schema/properties/description/description,description,111,sha256-dbaeddc3da44f4dce831136b070f0881ef53d034d880bf5470872dd06174dd6e
/components/schemas/ResponseFormatJsonSchema/properties/json_schema/properties/name/description,description,120,sha256-c7f7e7e4f2d5e0debeb8a69ef2c079bc41edcb64ee68d639123eca710d7f540a
/components/schemas/ResponseFormatJsonSchema/properties/json_schema/properties/strict/description,description,315,sha256-d71a08d10e3363167b587bd7f752ac6fbd86ac8137b4b3553acfaf4c9c773ffc
/components/schemas/ResponseFormatJsonSchema/properties/type/description,description,64,sha256-a481f850e620e8c3080e742829afa68c1fc7871104ec51e5d4633485f9ff9683
/components/schemas/ResponseFormatJsonSchemaSchema/description,description,137,sha256-87f07d44a9b5f24128b41bd8282a90fe2646df402c6d7a89a0ac77d18bbf6d66
/components/schemas/ResponseFormatText/description,description,58,sha256-af866342f0e69370ac8bb05ea1f56279448ab7efea2f5a370a04bf038b3bf05a
/components/schemas/ResponseFormatText/properties/type/description,description,57,sha256-a437f9c17b35f0726f34098121f0a411719ec8e002078d3cbaba8635f8f07df2
/components/schemas/ResponseFunctionCallArgumentsDeltaEvent/description,description,62,sha256-4672b38be20f8f58991ad97959c14ecc308e95a337442a7486c18714ad05f24a
/components/schemas/ResponseFunctionCallArgumentsDeltaEvent/properties/delta/description,description,49,sha256-d050ae0f6747d86f2eb36706275ea8b235cd7f19db9e331026483cd5fa132856
/components/schemas/ResponseFunctionCallArgumentsDeltaEvent/properties/item_id/description,description,78,sha256-6df1edb0262e209467d71938e8213717151eb1aed546ba678130f0fe6130fbbc
/components/schemas/ResponseFunctionCallArgumentsDeltaEvent/properties/output_index/description,description,81,sha256-ad15b8f43b86e97958f2859e188a669f5566706121bd01e408cfb18ae9bbfd79
/components/schemas/ResponseFunctionCallArgumentsDeltaEvent/properties/type/description,description,72,sha256-7a2b3d68c4ef497bf4909fb304c1bc3c6723c7fe6d5650d9c7cb16a98985cb11
/components/schemas/ResponseFunctionCallArgumentsDoneEvent/description,description,51,sha256-8a9e145fb0d75b2cbe77aee285a5356c3bd99eedc780c16152e06e2d0b835bcb
/components/schemas/ResponseFunctionCallArgumentsDoneEvent/properties/arguments/description,description,28,sha256-77d746599b2f43f052d9088d2b804fb732bfa4497a220468364dd39ca5d8941c
/components/schemas/ResponseFunctionCallArgumentsDoneEvent/properties/item_id/description,description,19,sha256-672e06027f56f1c2b24532a8f37b7c13f9725e3e2482bdaa2f07d35cec190ea9
/components/schemas/ResponseFunctionCallArgumentsDoneEvent/properties/output_index/description,description,29,sha256-673a67832d0dd28fc0e4bd229ee26e11f8643b23e85b52f54a0ab0d5f9957c8b
/components/schemas/ResponseInProgressEvent/description,description,41,sha256-06621d599bcbab16bf1ac3b83bd2277956107fc8b08608424aedf56b71b80a91
/components/schemas/ResponseInProgressEvent/properties/response/description,description,34,sha256-b1712de273da592b75fc37a5821c82871e54061348bd48ea569cd3e252aaabaa
/components/schemas/ResponseInProgressEvent/properties/type/description,description,54,sha256-6fffdd613d728b3e86705aff1e98c5cfbcad9017c0bf357113f0e8a49c04810a
/components/schemas/ResponseIncompleteEvent/description,description,65,sha256-63dc3613b794da43f76e7bb92a8a8affbab10c11cb30b0fc534a2c8a2c2be616
/components/schemas/ResponseIncompleteEvent/properties/response/description,description,34,sha256-f24ade2fe598e602f292923c5e055b93d9ef41e4e016e0d9f86465587686cdbc
/components/schemas/ResponseIncompleteEvent/properties/type/description,description,53,sha256-981e07ffcf8738933f58a52c8e4a65c71d072ed4ae13eaf6bb41fff23da21d22
/components/schemas/ResponseItemList/description,description,25,sha256-9425208354dbb0efc0a21eac18038bf2c6918e049c7602209b2e1bc0a08021e7
/components/schemas/ResponseItemList/properties/data/description,description,47,sha256-d10187025b126f42579e9e3e9c0e893ddba73a3100b4b857e3ed56d7a557bdee
/components/schemas/ResponseItemList/properties/first_id/description,description,37,sha256-70bb5afb94d0d31d90f2b29205e34ba53a46ea20d46b753b70ac781ef3fdd081
/components/schemas/ResponseItemList/properties/has_more/description,description,39,sha256-7560e06bb08360eb1d51b383fa6daa0218f77d9df3556a575c2ea547e019ad66
/components/schemas/ResponseItemList/properties/last_id/description,description,36,sha256-19256e3d199aa1aebd78ae8bb38d462de853cb29fa8616b6545647059e89c99d
/components/schemas/ResponseItemList/properties/object/description,description,44,sha256-3ed9b1a275d6a58d8418b7eec8bcdbe7703260d756deaad7c1b16761d6e0438e
/components/schemas/ResponseModalities/description,description,329,sha256-cd4badda91d4899588e65a330a1db0c5014605bbff83f8abd8fc147540c192eb
/components/schemas/ResponseModalitiesTextOnly/description,description,215,sha256-f6526a37279f32071fac803bf922ab41da6e8719f269e13a39ec3a29dadaf3cf
/components/schemas/ResponseOutputItemAddedEvent/description,description,40,sha256-4133cbbccebdfdf3071193b0d37db3f27459bef11ffc3f4de850df84ea178b24
/components/schemas/ResponseOutputItemAddedEvent/properties/item/description,description,32,sha256-61339c11c9ac218389efcdbe6b341aa4e8b037acfbb81ffd681c3a1666b3103c
/components/schemas/ResponseOutputItemAddedEvent/properties/output_index/description,description,45,sha256-36ee953231cd4e90d975cb94b975b7b03b095c1488eed2ed9c9271f50ab524b5
/components/schemas/ResponseOutputItemAddedEvent/properties/type/description,description,60,sha256-3f755ddeaa2f49776d409b58d915e8726c3ea1d58f7a63abca4802f627aafbd0
/components/schemas/ResponseOutputItemDoneEvent/description,description,43,sha256-eb9fdf3b9524a37386a72fa9e63f95075c4f6424792044932a8be02d92e5467a
/components/schemas/ResponseOutputItemDoneEvent/properties/item/description,description,38,sha256-293691f797251a848d45689be5e9121f07062875f563eb4e47ea40e6cfb13e6e
/components/schemas/ResponseOutputItemDoneEvent/properties/output_index/description,description,51,sha256-40457626053cd47110b5af9842070ae61c89e6ccc7ca934ff8f96031ac7be7d2
/components/schemas/ResponseOutputItemDoneEvent/properties/type/description,description,59,sha256-80b045425249883f102a5027a1751e091cbd759b57c6108e425f1264e2de8424
/components/schemas/ResponseProperties/properties/instructions/description,description,303,sha256-0e128f5b09262cd47049f19c1fcdfb8b839e1e7d928f939ec0a1618471a8e447
/components/schemas/ResponseProperties/properties/max_output_tokens/description,description,158,sha256-df0fb0b4ab7815866996517d4d43a6d5665ae23e122288672890e61f65e837e6
/components/schemas/ResponseProperties/properties/model/description,description,257,sha256-f4a4706534b072a549092bbbc7167d0a6309243afef199ac5fbf9f68f1b451df
/components/schemas/ResponseProperties/properties/previous_response_id/description,description,171,sha256-51c859ed9e011992a3dc8ab1892d0b43a329cb8f452ebfcbf842dedcc2e041d4
/components/schemas/ResponseProperties/properties/text/description,description,216,sha256-90f229ffeb68eaf619f2f2d8bd11e52974e75e6e088ae6bd09f0ac630c12b6cb
/components/schemas/ResponseProperties/properties/tool_choice/description,description,165,sha256-3b35d9fbee171475c05134bc6bb2f6126e80e4df5af71b9bf51f5035341adfa0
/components/schemas/ResponseProperties/properties/tools/description,description,642,sha256-fee5ef6df71cb9e1888cf137c9a391511ba346885243abb6a1be70c42d91e1b5
/components/schemas/ResponseProperties/properties/truncation/description,description,422,sha256-fb7832ac6df3b014d81bf8587fd03e36e529f03ccd60d101b89718401b00e474
/components/schemas/ResponseRefusalDeltaEvent/description,description,45,sha256-015a015500c235b5cd7dd4160e63c73d49783e290775b870ad3de901a5b6d37e
/components/schemas/ResponseRefusalDeltaEvent/properties/content_index/description,description,65,sha256-c503942b5bc9b856cb0da9b71a75b233aba55b8d8dd79f726d6a0e9c1aab8aff
/components/schemas/ResponseRefusalDeltaEvent/properties/delta/description,description,32,sha256-e42b4f18e9157be842a48a6aade4d25ac7a3b78a42e90be028024ad8f790174d
/components/schemas/ResponseRefusalDeltaEvent/properties/item_id/description,description,61,sha256-f68ad11e5fd41af2668d328df9a6e544ec2e5ceb8b1c541b28664f34b3c4d00f
/components/schemas/ResponseRefusalDeltaEvent/properties/output_index/description,description,64,sha256-59909281a753875a305e341d4f96a0910fb00efbdfc1d58f3981d72feb8676fe
/components/schemas/ResponseRefusalDeltaEvent/properties/type/description,description,56,sha256-efdcc3827dd31aab4c128153b9edfc2223c60cb52e6edd100d8b9a9dbe62c0ef
/components/schemas/ResponseRefusalDoneEvent/description,description,39,sha256-75f23fbd1ecf1e6f01a191e581fe9d73c124031fa98d6cdae34f21cf20a0fd67
/components/schemas/ResponseRefusalDoneEvent/properties/content_index/description,description,66,sha256-f542b2d0a58243106a200c4b6801e28454dc130abfda849bec1b8772b82de79b
/components/schemas/ResponseRefusalDoneEvent/properties/item_id/description,description,62,sha256-3e7e75a6bf3ab683fb3d7a31231d8a418473871f3b4cba009efe2678e7d6726f
/components/schemas/ResponseRefusalDoneEvent/properties/output_index/description,description,65,sha256-5fab06d6c3fdb7e32f19e94675260a21c1e0d361799952de545c3f5e5ad8ed5a
/components/schemas/ResponseRefusalDoneEvent/properties/refusal/description,description,36,sha256-c7eb2df79ab370b3192c5bfdcc3d5f98c8cca7242261a7cc384a3ef1b7a9f75b
/components/schemas/ResponseRefusalDoneEvent/properties/type/description,description,55,sha256-9344337fde139c3fa0862e37d77999eb34c499c49916fb70362682f2ddc06302
/components/schemas/ResponseTextAnnotationDeltaEvent/description,description,40,sha256-a5deb93759b068f98636788f10d007a8a2e415d8b099a1004581dae00b08243c
/components/schemas/ResponseTextAnnotationDeltaEvent/properties/annotation_index/description,description,44,sha256-4b7d253bfb0e2e6cbed32b1c96c940eae71d937b8dd699191449333dd485c0aa
/components/schemas/ResponseTextAnnotationDeltaEvent/properties/content_index/description,description,69,sha256-031dc60cd5d0a0ed27617fe53a71aee8b5665e86737a7dd0989ab81bcff4f60e
/components/schemas/ResponseTextAnnotationDeltaEvent/properties/item_id/description,description,65,sha256-019513a428469ee475e6e1ce8a1de379f196caac5cd99b6727a96099376d603e
/components/schemas/ResponseTextAnnotationDeltaEvent/properties/output_index/description,description,68,sha256-ef4eb9d648b4e838a73c501744bd3ab4d7a858935129c69d0a733854b9849084
/components/schemas/ResponseTextAnnotationDeltaEvent/properties/type/description,description,71,sha256-470c7c7977611017b053dda9646e9cb421b7aa1a8b4f74f351de600ef25e769e
/components/schemas/ResponseTextDeltaEvent/description,description,47,sha256-4f319caf22a32c8d7a19e07f321f7e9ff21d97ceae13702f1cd122ea33e919f3
/components/schemas/ResponseTextDeltaEvent/properties/content_index/description,description,64,sha256-693890381b73668003bb7e1c2edc5f31bb7659454216222c0e2c4f83979121a0
/components/schemas/ResponseTextDeltaEvent/properties/delta/description,description,31,sha256-6b18356708c17211f4db232e00d35b51f6ebaa49929b24c95fac72d0b0e74cb1
/components/schemas/ResponseTextDeltaEvent/properties/item_id/description,description,60,sha256-0f4519043e15f8a2f696920a049d4a6886bb3b56456247d5ff94a9910408c6f4
/components/schemas/ResponseTextDeltaEvent/properties/output_index/description,description,63,sha256-6b6807bf82c44dc295e3a89aa29489a538ba8abdd7cd490e103167483660cdfd
/components/schemas/ResponseTextDeltaEvent/properties/type/description,description,60,sha256-534307917b7a6a92eba3f379563e2752426d3a111ea4da6bea531fafeb545ad5
/components/schemas/ResponseTextDoneEvent/description,description,39,sha256-b040b8ab5a4c3bb2ad05fd2aae4bd17fbc5792782467745378db147942e6f964
/components/schemas/ResponseTextDoneEvent/properties/content_index/description,description,66,sha256-0cedf223c7a83aad9e6a96887f80c1bc818d784772e9600bfefbebfec524307d
/components/schemas/ResponseTextDoneEvent/properties/item_id/description,description,62,sha256-870948ad811727fa93690decbe15b9c461f01de18d8e6aa2727a8e49c9d8ed5e
/components/schemas/ResponseTextDoneEvent/properties/output_index/description,description,65,sha256-b24582ca3b3e0db7dbb6f2cdfcfd0748c20eb08ce8ba31be54edaae02b2cadc9
/components/schemas/ResponseTextDoneEvent/properties/text/description,description,36,sha256-29ec6a914441ec3b37e9b9af56a81b1ed4bab53604b723d9fd1e16a5e705141b
/components/schemas/ResponseTextDoneEvent/properties/type/description,description,59,sha256-53527b50705a505a57b147fd24d6d6c06ada0b03c8e05c3ed0122aa5dfb5949b
/components/schemas/ResponseUsage/description,description,127,sha256-4dea91ac99b193a3ba4d2325d95c8b0a4a07c1debf27561feeef2812ad9d15d4
/components/schemas/ResponseUsage/properties/input_tokens/description,description,27,sha256-1a2231721253c9e0aaf33424047faa9e533d723d5d9a4b6717c2d75638a2f02f
/components/schemas/ResponseUsage/properties/input_tokens_details/description,description,41,sha256-b20c9c1cc1c311ec9a4872f3647e320e269459dd9bd9e7cc9bb2914917dfb367
/components/schemas/ResponseUsage/properties/input_tokens_details/properties/cached_tokens/description,description,113,sha256-bd17e4473d9e4a6af47ed3d30281123248a9e4abcff9a94b512fe6c3216223fe
/components/schemas/ResponseUsage/properties/output_tokens/description,description,28,sha256-1732244758c9a79b997c15f4a19218e1b8c1a1cd571b9e19a80b678814f18814
/components/schemas/ResponseUsage/properties/output_tokens_details/description,description,42,sha256-4cd70899e99fff5883a9f111fb1108cd37cb25f6120aafeeede3ace38e0e0097
/components/schemas/ResponseUsage/properties/output_tokens_details/properties/reasoning_tokens/description,description,31,sha256-8f887b08be85aff342ef7544d9eb875e24839b1507ea4d2c9bf1d0c6123c2e26
/components/schemas/ResponseUsage/properties/total_tokens/description,description,32,sha256-6f2f28a3d3e71f9293237cea31c6a5872c97f9bcd7e246d28ad5578c0de303b1
/components/schemas/ResponseWebSearchCallCompletedEvent/description,description,44,sha256-2f1214facb8bec2d2639cb418962b75b42e6c5f5dd19eed94cf2d7a7c7695f4d
/components/schemas/ResponseWebSearchCallCompletedEvent/properties/item_id/description,description,67,sha256-6e9e229339b8041dd37629d26e5e5a618a257d9bbc0b8a6455b84917fa14f493
/components/schemas/ResponseWebSearchCallCompletedEvent/properties/output_index/description,description,74,sha256-7491a1dc859299a9ca24d5c0433b7fa5f78a1c2a8ab4d65e7c6851d59ba984f8
/components/schemas/ResponseWebSearchCallCompletedEvent/properties/type/description,description,68,sha256-9171c062e1bd63f9716592b1210b6ca7707bdf4bed1c84962a9947c4b4924ee9
/components/schemas/ResponseWebSearchCallInProgressEvent/description,description,44,sha256-a7120afc238e3992bb1e5941ab08e76d61469d17394454cdda901d37ac6ffc4c
/components/schemas/ResponseWebSearchCallInProgressEvent/properties/item_id/description,description,67,sha256-6e9e229339b8041dd37629d26e5e5a618a257d9bbc0b8a6455b84917fa14f493
/components/schemas/ResponseWebSearchCallInProgressEvent/properties/output_index/description,description,74,sha256-7491a1dc859299a9ca24d5c0433b7fa5f78a1c2a8ab4d65e7c6851d59ba984f8
/components/schemas/ResponseWebSearchCallInProgressEvent/properties/type/description,description,70,sha256-2f546a01bec8423a3a74650bab8014fea54c8569fa973a3c2c3db9e7bde5edc7
/components/schemas/ResponseWebSearchCallSearchingEvent/description,description,44,sha256-d36cf5228d0c8157655031219c69f8968adde0765f13774f18deb4777ec3a960
/components/schemas/ResponseWebSearchCallSearchingEvent/properties/item_id/description,description,67,sha256-6e9e229339b8041dd37629d26e5e5a618a257d9bbc0b8a6455b84917fa14f493
/components/schemas/ResponseWebSearchCallSearchingEvent/properties/output_index/description,description,74,sha256-7491a1dc859299a9ca24d5c0433b7fa5f78a1c2a8ab4d65e7c6851d59ba984f8
/components/schemas/ResponseWebSearchCallSearchingEvent/properties/type/description,description,68,sha256-d2edc1c8e023e0bcee782a12cc78c693b49d882724eb5c8c2f92b226f88392f0
/components/schemas/RotateApiKeyRequest/properties/key_transition_period_ms/description,description,87,sha256-c55ad927b755d9c492a0170990248f44374ca0df9329695976c3826e8be6acf2
/components/schemas/RotateApiKeyRequest/properties/key_transition_period_ms/example,example,12,sha256-7e1079f287d251758626e14a7ef7d61db50479f0484ec0602875a481408f1a05
/components/schemas/RotateApiKeyResponse/properties/id/example,example,36,sha256-a3a9e1ed9732cab28868127be00f1ce921acaefdd5c3b23a6e9e0072bd9c1a34
/components/schemas/RotateApiKeyResponse/properties/key/description,description,28,sha256-63f4822c7bc8362e356e9b8c82c3ba7b179dba5c18205d8597a6ec6de5d6fc3c
/components/schemas/RotateApiKeyResponse/properties/key/example,example,29,sha256-aac3d84420c8719f3e17ae813ca28b83002f001ccd6a6ddbf4ff2a0ae5e633b1
/components/schemas/RotateApiKeyResponse/properties/key_transition_expires_at/description,description,61,sha256-e5892d10ced21b9adcaefd67782d36330dc69a964e129f7780d5a54c4c194555
/components/schemas/RotateApiKeyResponse/properties/key_transition_expires_at/example,example,24,sha256-359815d934f40aa59efecef354b1824808de78aa32b316c4dc1565f96f07bf03
/components/schemas/RunCompletionUsage/description,description,138,sha256-3a1a96b221412d258a2eb7b0781109838f3c7aab1d41fb1f6e77bbcc33a0747d
/components/schemas/RunCompletionUsage/properties/completion_tokens/description,description,60,sha256-0e3ef1285ba0e974196853324e8d00f3bf19bc781986b21ffb2270a8aa5b0fbe
/components/schemas/RunCompletionUsage/properties/prompt_tokens/description,description,56,sha256-b2c0bc7ff72d4fce39562b5e5bc19adb6980b72eeeafb8ddcf5d71b83d627ce8
/components/schemas/RunCompletionUsage/properties/total_tokens/description,description,50,sha256-70f23c0c91f8d9a8dd7ff8d08b9cd5a89fd67a1df76e7a2f02ae64c6770b1fb4
/components/schemas/RunObject/description,description,98,sha256-70c9943adb8d95145ece9704037bc42fe97323d03e0077d06e1fa019d349d2b1
/components/schemas/RunObject/properties/assistant_id/description,description,116,sha256-f0c5237e6d0d30de70070c0944f6f6b12820e45abd507722840026ad06614f31
/components/schemas/RunObject/properties/cancelled_at/description,description,63,sha256-7ba2da0ed9026c7a4fdd5b7cb8764872d7c1d4472e730d06401cc3ff44a85507
/components/schemas/RunObject/properties/completed_at/description,description,63,sha256-bae91ceff110b5aaf5a4517bf63fbccf0e431f44b3b21a79505e254f1a6551d1
/components/schemas/RunObject/properties/created_at/description,description,61,sha256-8ceafbfd0ed9e3bfdb7f911d41ef7642cf6ad95891ac8792cdbf302edc0e31f2
/components/schemas/RunObject/properties/expires_at/description,description,61,sha256-15a41eac61e3ed2bf42242fa50c0aa6fe4d3b463eed2ea6f02b163f632480a82
/components/schemas/RunObject/properties/failed_at/description,description,56,sha256-ae7ca7a518f35833825dbf8cdb3399f1e5d69f8465224df7e30f799932a0f721
/components/schemas/RunObject/properties/id/description,description,57,sha256-9a3dc6c99f297e48af0c86dc1e7fdbf12483be912d6de9453e5f82e69c250826
/components/schemas/RunObject/properties/incomplete_details/description,description,82,sha256-39ad16e0dff3e2adb7af15b12e5a540dfdf28f4aeebe44d126527937860a0d18
/components/schemas/RunObject/properties/incomplete_details/properties/reason/description,description,123,sha256-b95c6604cf008ac69bc3318390654926fbfea52a6c015f0d3398eedd7d174d9a
/components/schemas/RunObject/properties/instructions/description,description,115,sha256-2437ab60f01ef00a87bea368a52c87af939d378376479977d868b1390f9f43d1
/components/schemas/RunObject/properties/last_error/description,description,79,sha256-6de4be00d952bd399e50cf4ff0d99fae5892697de00e1f227b41799167057cf1
/components/schemas/RunObject/properties/last_error/properties/code/description,description,66,sha256-13e953e92134753bfaf8d18f96f4d44f8f106e111342a0122ad8427579c4d8b8
/components/schemas/RunObject/properties/last_error/properties/message/description,description,42,sha256-bb566ccdc236b1381a09ca1244754e93c0249cd034687c7fb1d7f7ac2c1b4db2
/components/schemas/RunObject/properties/max_completion_tokens/description,description,96,sha256-2d1d85dffbb7255fc04530cccbc765c96a20dfcc49992207957b02fa8ded82b7
/components/schemas/RunObject/properties/max_prompt_tokens/description,description,92,sha256-320dc4af81310d6bc6f510a876df4f5e71d93eda342263418ef454c6e693e81d
/components/schemas/RunObject/properties/metadata/description,description,251,sha256-aadc6b3206c81bd0e8d27ed365f2f94d919dccadd091177eb85e60996bf76904
/components/schemas/RunObject/properties/model/description,description,108,sha256-7dc1c0c4556eb49fac18113cd190c7b1c85930f1c6744607b049921994bf42c7
/components/schemas/RunObject/properties/object/description,description,46,sha256-825f8b5b5ce86cda9b2a2a4db5faa5aab6e1a3b2b2fbbe144983478d041edce1
/components/schemas/RunObject/properties/required_action/description,description,92,sha256-9721c6b908d0d425a3fbe44010fc1b1b31967de02fb93aaa90d895be2418ee36
